T,nH,SFR,old,values
4.539,3.161,-2.866,8.741,-15.609948503541013
3.926,-1.526,-3.646,8.83,-26.343595119904407
4.004,-2.944,-1.343,9.921,-29.11125903931711
6.621,3.621,-1.435,11.843,-15.254534831329273
2.403,2.818,2.238,11.71,-18.51060407827287
4.077,3.165,-3.733,9.057,-17.154065198674235
4.041,1.952,1.608,11.511,-19.270066153285708
9.025,-4.075,-4.955,8.74,-29.607848455021177
4.337,0.278,-2.249,8.096,-21.59255810504154
4.214,2.528,-0.849,9.394,-17.12031933556181
3.992,0.131,-3.855,8.885,-22.86697232710012
5.367,0.163,0.978,6.194,-20.97354845426176
4.244,1.587,-2.507,7.967,-18.722780565105563
4.639,-0.59,-0.48,11.907,-23.444651581569413
4.882,2.321,0.483,10.042,-16.72929787791218
3.868,2.987,1.398,10.979,-17.560351570436527
3.776,-4.706,0.061,7.386,-33.74364311360448
7.486,-0.304,-4.63,11.804,-23.25881687456246
5.061,2.24,-3.534,6.148,-16.8255040806247
4.03,2.336,-1.215,7.339,-18.375243637180667
5.45,-2.241,-2.558,6.631,-25.82156986005226
3.955,3.068,1.533,11.072,-17.245246613666307
5.496,3.103,-4.144,9.463,-15.23999995270727
4.001,3.288,-2.768,9.859,-17.181873120973677
4.276,3.586,0.445,8.8,-14.897291945300125
4.227,2.997,-3.991,6.56,-15.89397918085973
3.914,1.154,-2.609,6.331,-21.089823992806423
4.198,0.506,-4.514,7.926,-21.01664438566821
4.038,2.56,-2.022,6.516,-18.066502588854785
5.263,-0.298,0.294,9.549,-21.898734215008666
4.113,3.969,-2.851,6.292,-15.270106596036761
4.293,0.103,-3.122,7.664,-21.788105576699014
4.206,3.789,-3.691,10.133,-14.417368560510363
4.078,2.483,-4.394,6.099,-18.72999699989494
4.064,2.096,-4.492,6.119,-19.533295455969334
4.054,3.614,-4.419,7.485,-17.138167002342055
4.088,2.238,-4.296,6.531,-18.984430693570122
3.965,1.635,-4.403,8.25,-20.605110742832583
4.185,3.413,-4.541,6.602,-15.341082779955482
4.526,2.852,-0.915,6.398,-16.232124618056947
4.243,0.029,-4.683,7.254,-21.80197557446688
5.169,3.781,-3.431,6.098,-13.755524955310989
4.219,3.517,-4.984,6.897,-14.889814472588839
4.255,2.839,-4.941,6.424,-16.14852150143605
4.226,3.454,-4.01,8.064,-14.986152004128169
4.162,2.514,-3.783,8.435,-17.380134812608354
4.196,3.977,-3.005,6.653,-14.117418546445549
4.203,3.354,-4.939,7.669,-15.307232370928732
4.18,2.739,-4.874,8.417,-16.73442753825688
4.245,2.184,-4.111,6.551,-17.470018144216024
4.09,3.088,-4.429,8.222,-17.39882034664122
4.077,1.716,-4.916,6.673,-20.11761208992436
4.023,3.825,-3.545,8.069,-16.79436264052057
4.166,2.698,-4.176,6.045,-16.98321728751316
4.041,3.738,-4.269,7.581,-17.054757976745094
4.247,1.005,-4.823,8.595,-19.82929834418393
4.246,3.603,-3.899,7.366,-14.636688934363375
4.013,-0.17,-4.53,6.602,-23.547676783022485
4.057,3.752,-4.912,6.963,-16.97860394325803
4.011,3.178,-3.998,9.37,-17.550814829272316
3.964,3.447,-4.702,6.107,-18.23872634988849
4.879,-2.789,-2.051,6.353,-27.174599849793662
4.241,3.819,-4.615,8.673,-14.21555389163497
4.123,3.073,-4.449,8.362,-16.889410289700752
4.254,0.811,-4.065,6.193,-20.21155586162915
4.285,0.639,-3.433,9.47,-20.68434447476847
4.507,3.009,-1.358,9.286,-15.931146506328503
5.359,-2.426,0.744,12.035,-27.147568806237558
4.235,2.585,-4.497,8.962,-16.690710589344743
3.969,2.335,-4.81,9.861,-18.88097517988522
4.523,2.964,-4.906,8.943,-16.01026993924261
4.015,2.203,-4.852,6.025,-19.891604126992537
3.879,3.934,-0.608,6.916,-16.05363617499441
4.196,3.973,-3.837,8.153,-14.125518182300533
6.829,-2.299,-4.61,10.659,-27.112697846246622
4.162,1.903,-3.587,7.823,-18.559374245866046
4.249,3.372,-3.68,6.277,-15.092567140030742
4.22,1.851,-3.555,7.241,-18.213624845502697
4.002,3.63,0.222,9.221,-15.962892367332072
4.469,0.613,-4.836,6.336,-20.723952006703136
6.007,1.027,-2.015,6.274,-19.79860287567955
4.089,2.221,-3.411,6.329,-18.7068806298657
4.093,0.903,-3.588,9.079,-20.9042032063952
4.212,0.107,-1.018,7.665,-22.593749445773447
4.018,2.228,-4.926,7.682,-19.65937744463889
4.076,3.787,-2.215,7.178,-15.84961202267472
4.236,2.619,-4.288,8.14,-16.620386324121736
4.183,-0.616,-4.319,6.287,-23.46431354617644
4.304,2.317,-4.993,6.572,-17.206042074196617
4.179,3.874,-1.26,9.539,-14.445947170724683
4.228,3.209,-4.937,9.056,-15.467309305219349
5.981,-3.161,-0.416,7.934,-28.319446940505465
4.236,3.318,-3.655,6.265,-15.225811616552447
4.226,3.35,-3.95,6.827,-15.193541895192913
6.286,0.532,2.646,11.386,-21.10761596412193
4.187,3.477,-2.058,9.793,-15.17749194360172
3.964,3.925,-3.562,7.813,-17.01644136526004
4.088,0.659,-4.13,6.195,-21.55784960432825
4.083,2.945,-4.931,8.616,-17.640904776347423
3.994,3.273,-4.935,6.472,-18.42983080754384
4.207,3.708,-2.656,8.541,-14.57456360459099
4.171,3.896,-4.349,8.059,-14.532865659494403
4.129,3.011,-3.86,6.116,-16.917717410087562
4.22,3.582,-4.453,7.539,-14.75564864716962
4.217,3.768,-2.608,6.088,-14.399168626824807
4.241,3.508,-3.785,7.485,-14.83529033646012
3.987,1.807,-3.684,7.9,-20.14637478502741
4.25,3.612,-2.111,6.731,-14.614357983470768
4.201,3.802,-3.739,10.17,-14.42470821404518
4.128,3.954,-4.926,9.261,-15.056550004033308
4.259,3.287,-0.385,7.44,-15.36917564360299
4.163,2.861,-3.777,7.964,-16.692354231183078
4.233,3.819,-1.793,10.969,-14.237726666755247
4.245,3.581,-3.249,8.056,-14.6822917623897
5.25,3.319,-4.265,9.755,-14.65337323246844
3.957,3.74,-4.703,6.166,-17.817670959383296
4.068,3.802,-4.547,9.646,-16.03397566001257
4.19,3.32,-4.413,8.698,-15.478338984887927
4.174,3.867,-4.09,6.925,-14.55476954415214
4.156,1.972,-4.957,6.856,-18.566118207712854
4.116,3.859,-4.66,6.908,-15.5066395542377
4.217,2.744,-4.62,8.049,-16.44138741675464
4.194,2.417,-4.907,6.966,-17.246524187553348
4.209,2.78,-2.425,6.095,-16.41434754642247
4.233,2.584,-3.852,8.29,-16.69877461577829
4.168,3.496,-4.362,7.865,-15.367603452550238
4.24,3.911,-3.088,6.833,-14.034478459845444
4.168,0.88,-3.451,9.311,-20.527141203774597
3.987,1.477,-4.968,8.658,-20.634212604906338
3.879,3.636,-0.036,11.76,-16.313909175242557
4.094,2.825,-4.24,9.703,-17.34591976469343
4.189,3.203,-4.293,6.339,-15.721635152262312
3.976,3.243,-4.141,6.434,-18.2651122006969
4.277,1.094,-4.832,7.568,-19.629801596440892
4.118,3.63,-3.378,6.003,-15.881437687364397
4.338,4.017,-3.211,10.957,-13.862171336243419
4.102,2.968,-4.859,10.438,-16.827601422060695
4.25,3.681,-4.903,7.253,-14.475474063373625
4.007,3.253,-4.863,6.792,-18.34157836501352
4.257,3.828,-2.429,8.324,-14.17605000303953
4.005,3.612,-4.76,7.061,-17.76270766243254
3.951,3.887,-4.864,6.226,-17.6496744360033
3.928,2.545,-2.992,7.683,-18.97146941348867
4.263,3.697,-3.964,6.396,-14.433279748650953
4.23,1.315,-4.247,7.304,-19.245988219964772
4.317,3.624,-3.649,7.515,-14.616759287734777
3.998,3.779,-4.798,7.867,-17.39432870604135
4.086,3.423,-4.554,7.561,-16.95214127259254
4.112,2.885,-3.132,6.434,-17.273574375885193
3.966,3.186,-4.08,8.474,-18.132084895124667
4.171,3.964,-3.438,6.311,-14.396909782187782
4.278,0.799,-4.572,6.673,-20.221761899404708
4.082,3.21,-4.335,6.819,-17.410106224174967
3.987,3.814,-2.054,9.697,-16.34186453692813
4.283,2.473,-1.345,9.317,-16.936103961874007
3.971,3.933,-4.846,9.307,-16.68468053474125
5.946,2.43,2.727,8.553,-16.991229550062247
4.196,1.256,-2.792,8.798,-19.582412067616808
3.984,3.868,-4.524,10.472,-16.188860847662323
4.2,3.625,-3.952,6.152,-14.78839895585476
3.976,2.99,-5.007,8.848,-18.276700340769477
4.178,2.97,-4.81,6.226,-16.298233476374207
4.289,3.749,-2.745,9.153,-14.337487708510878
4.254,1.906,-4.22,8.249,-18.01323722035147
3.955,3.834,-4.609,6.345,-17.649112643656288
4.211,2.482,-4.916,6.906,-16.996668741438672
4.131,3.377,-4.086,6.631,-16.174165097812583
4.228,3.925,-1.414,9.68,-14.043802745626177
4.082,3.303,-4.908,6.91,-17.30431698363371
3.991,0.813,-4.466,9.548,-21.517912858173514
5.537,0.089,2.959,6.701,-21.843753809602656
3.294,-4.255,-0.41,6.202,-32.001265639342016
5.243,0.64,1.659,10.836,-20.04774046340918
7.186,-1.059,-5.084,7.42,-24.73745399288707
4.167,3.548,-4.48,9.407,-15.267011503298905
4.821,3.427,-3.545,11.938,-14.627124803206609
4.224,1.32,-4.93,7.353,-19.25593400483385
4.23,3.678,-3.764,9.449,-14.525565186318241
4.243,1.517,-3.005,6.693,-18.82950359425515
4.09,2.932,-4.878,8.138,-17.70765530615941
4.172,3.056,-3.463,6.28,-16.191863329532637
4.232,1.86,-4.027,9.201,-18.150003548486946
4.049,3.426,-4.274,9.506,-16.844178310282032
8.983,-7.697,-5.169,8.216,-33.74301781409843
4.342,1.732,-4.445,10.426,-18.4381356921637
4.05,3.51,-4.685,6.478,-17.484735655310395
5.05,1.376,1.315,6.091,-18.579747117412435
4.12,2.083,-4.537,7.073,-18.86911968620635
3.868,2.03,-2.777,6.7,-19.823416819234506
4.082,3.431,-3.674,6.256,-16.876475019057267
4.253,3.022,-3.05,8.36,-15.7860309175853
4.011,3.647,-4.045,6.896,-17.418915470362773
4.046,3.494,-4.945,10.812,-16.25140113866973
4.024,3.61,-3.496,6.029,-17.13182595914036
4.155,3.705,-2.781,10.071,-15.069249577952844
4.21,2.558,-1.944,11.469,-17.09467373518348
4.02,2.878,-4.718,6.789,-18.76911700114241
4.25,2.888,-4.955,7.89,-16.05632250560909
4.051,3.845,-4.67,6.305,-16.906543292501397
4.193,3.236,-1.773,8.56,-15.606214280738941
4.088,-2.709,-1.187,11.202,-28.646872713391865
3.975,2.924,-4.254,9.848,-17.934980785863747
4.174,1.662,-4.523,6.442,-18.94749843658622
4.214,2.28,-4.78,7.372,-17.3834929785858
4.038,3.6,-1.216,10.707,-16.02793145253025
4.263,1.607,-2.548,8.073,-18.64475926058317
3.917,3.914,-3.113,8.443,-16.969845729077896
3.827,3.196,-3.491,7.484,-18.423163582929313
4.162,3.546,-3.423,6.665,-15.344746281071167
3.919,-3.245,-1.977,7.693,-29.74838611045641
4.198,-4.309,-4.543,10.611,-31.91023614550831
4.194,3.184,-2.397,6.317,-15.71034416947325
4.278,2.463,-2.097,7.972,-16.90626321543766
4.016,3.936,-4.627,7.706,-17.055635787953825
4.097,3.729,-3.387,8.183,-16.039667191147267
4.027,3.24,-3.473,7.386,-17.648165056522558
4.187,3.459,-3.964,8.797,-15.228846295310964
4.254,3.295,-3.867,8.42,-15.24012072425474
4.109,2.7,-2.984,8.552,-17.55270239643293
3.946,4.345,-1.885,7.056,-15.733815358349094
4.147,3.806,-3.487,9.65,-15.01886575309563
6.508,-3.457,-3.828,8.794,-29.333032981512403
4.048,3.535,-4.371,7.635,-17.311767107239458
4.174,3.637,-4.108,8.187,-15.012964187538755
4.194,3.832,-3.136,11.357,-14.39322107196765
4.041,2.993,-4.716,7.0,-18.39650919642564
4.178,3.528,-4.021,6.524,-15.184960472707663
4.195,2.732,-3.083,8.419,-16.605303222108116
4.19,3.713,-3.163,8.29,-14.694842171213514
4.213,3.137,-4.917,8.296,-15.677884121026041
1.887,-6.635,-1.76,8.111,-38.69734444604928
4.049,3.717,-2.95,8.199,-16.496986023155788
4.22,2.413,-3.43,10.923,-17.196010585386656
4.133,3.24,-3.88,6.53,-16.404602993829872
4.164,2.868,-3.278,7.882,-16.65527378206014
2.389,2.237,1.149,6.404,-19.496522557563004
4.203,3.564,-4.825,8.75,-14.888233566947438
4.222,3.796,-3.349,6.128,-14.320372264882716
3.613,-2.184,2.719,6.321,-28.818299295584037
3.671,3.832,0.143,11.804,-16.356251314540476
4.168,2.875,-4.918,8.118,-16.604341677665868
3.998,3.321,-2.323,7.777,-17.202697827816298
5.214,-0.363,-1.489,11.917,-22.069494144698297
4.207,2.165,-3.585,8.137,-17.653138689988264
4.016,3.753,-4.242,6.215,-17.3194378784499
4.127,3.719,-3.958,6.982,-15.568041498962886
4.143,2.903,-4.794,6.404,-16.916282436101053
5.249,-3.725,0.33,6.171,-30.539793972542547
3.907,3.443,-3.321,8.276,-17.78283202122884
4.27,3.26,-3.106,6.099,-15.302805541732202
4.096,3.74,-2.377,7.952,-15.78059886964244
4.16,3.791,-4.109,7.166,-14.886725307535649
4.219,3.525,-4.324,8.64,-14.873803632079468
4.078,3.044,-3.906,7.554,-17.627990647547335
4.234,2.934,-2.603,6.984,-15.999435783834624
3.998,4.009,-3.853,8.848,-16.594482893023624
4.066,3.045,-2.209,8.8,-17.113599527213943
4.031,2.181,-4.153,8.094,-19.406736091426545
4.233,2.17,-4.969,6.0,-17.525565186318243
8.111,-4.606,0.589,11.295,-28.878407330561593
6.717,-1.13,-0.744,8.543,-24.784891418946906
5.083,3.919,1.101,11.818,-13.479844113055135
7.586,1.196,1.549,7.981,-20.246823085234745
5.367,3.024,2.151,11.792,-15.229037588539805
6.101,-3.574,-0.887,8.289,-29.30491251952669
3.347,-3.121,0.729,7.09,-29.756391539040642
5.251,1.525,-1.747,6.268,-18.24105027871982
5.242,1.409,-1.933,6.135,-18.47490334000125
4.182,-2.654,-2.418,11.056,-28.518686389020623
4.517,2.836,-2.907,7.918,-16.267220372109087
5.49,0.262,0.614,9.564,-20.914459693963053
3.143,-2.313,2.485,11.862,-29.322502547086426
3.991,2.203,-3.831,6.74,-19.617244743953382
3.242,-3.479,0.802,11.616,-31.070407391227242
7.819,-6.284,-0.049,9.962,-31.934980785863747
4.103,3.0,-2.303,6.421,-16.921506931833427
4.479,1.053,-3.994,8.931,-19.84336000158455
4.156,-2.676,-2.453,11.013,-28.56890976663539
4.234,2.186,-4.178,7.254,-17.490972306298218
4.05,-3.028,-3.214,8.542,-29.253685023618374
4.993,-2.056,-4.993,11.266,-25.77554463566443
4.205,3.51,-2.249,7.808,-14.981923936354205
4.232,3.328,-1.552,11.776,-15.321199466745583
4.121,3.594,-4.442,7.096,-15.93292914395463
4.214,3.506,-3.737,6.131,-14.93666664104825
4.228,3.247,-2.23,7.74,-15.394296404881173
4.226,1.764,-4.928,6.809,-18.360493589423097
4.294,1.729,-3.435,6.269,-18.37293128607319
3.303,-2.937,2.196,7.715,-30.49943422313768
4.076,3.534,-4.119,6.664,-16.897669219898457
6.324,-1.796,-4.096,6.162,-25.715727220142274
4.178,3.402,-3.794,6.084,-15.435914171403287
4.232,1.378,-4.032,5.999,-19.114757548604523
4.332,3.539,-2.333,10.372,-14.803768529557125
5.283,2.185,-2.706,11.854,-16.916748282778396
4.254,2.837,-3.783,6.015,-16.153631956316328
4.376,2.416,-1.029,9.382,-17.10970755586788
4.053,0.398,-4.773,7.401,-22.34138768844386
4.18,1.449,-3.241,6.891,-19.260174588614696
3.975,3.437,-3.777,6.9,-17.8110434074736
4.346,4.019,-4.969,9.931,-13.870890413779273
5.556,-0.943,-2.946,11.904,-23.500093077092465
4.028,2.011,-4.414,7.844,-19.799313624030383
4.552,-0.126,-4.58,6.382,-22.151029240741845
4.101,3.338,-3.693,6.041,-16.7534275658783
3.881,1.058,-2.79,10.563,-21.22072104933932
4.259,3.444,-2.722,7.798,-14.93956659329726
4.346,3.681,-1.803,11.509,-14.534215760431497
3.892,2.668,-1.523,6.222,-18.29668282297544
4.113,3.853,-4.891,6.215,-15.580044251510243
5.414,-0.337,-1.289,9.638,-21.96525125685351
4.21,3.39,-2.81,9.332,-15.189801097429825
5.408,-0.406,-1.72,11.945,-22.11062545420599
4.088,2.504,-4.633,8.144,-18.441555445573833
4.037,3.369,-4.07,7.977,-17.548029450370542
4.058,0.381,-4.748,7.384,-22.334578498440703
4.284,4.011,-3.242,11.762,-13.813467435407603
4.048,3.313,-4.699,7.26,-17.786694793837206
4.201,1.691,-4.92,6.694,-18.642141351698207
4.203,3.681,-2.447,7.587,-14.654704704420698
4.009,3.176,-4.899,6.479,-18.47271818965867
4.278,3.613,-2.9,7.502,-14.601400364904647
4.19,3.027,-1.861,7.387,-16.04255075401751
7.649,2.724,2.893,11.532,-17.17083779807218
5.392,2.015,-3.982,11.806,-17.24942218529153
4.21,1.902,-3.37,9.788,-18.16975787873062
4.193,3.808,-4.67,10.555,-14.467207414962415
4.268,2.404,-4.932,7.639,-17.010416710688993
4.297,-5.536,-4.181,8.117,-34.45471763036355
4.158,2.954,-4.213,6.51,-16.582163088373676
4.554,0.093,-4.372,6.469,-21.71112505416472
4.299,3.365,-2.276,9.141,-15.111197322264585
4.276,2.558,-2.335,10.526,-16.71962653384988
4.188,3.721,-3.116,6.219,-14.697322812989981
4.265,1.188,-4.442,6.515,-19.44267329036621
4.026,3.356,-4.032,7.975,-17.648725623640562
4.17,1.614,-4.601,7.338,-19.084462985282386
4.216,3.994,-4.145,8.873,-13.953387790931554
3.9,3.816,-4.229,7.853,-17.57829738105341
4.047,3.793,-4.257,6.184,-16.94469813565256
4.316,3.96,0.414,6.51,-14.006268461496393
4.083,2.95,-4.178,6.511,-17.817927896142614
4.175,1.513,-4.666,9.054,-19.150003548486946
4.133,3.638,-2.993,7.118,-15.586834401654107
4.223,2.262,-3.615,6.415,-17.377837805243313
4.171,3.812,-2.537,9.331,-14.690476290346886
4.182,2.647,-4.91,7.425,-16.899698395986146
4.1,3.049,-4.964,8.254,-17.330906368829776
4.17,1.121,-4.655,6.104,-20.05764960971863
4.101,2.49,-4.598,7.293,-18.41424607969986
4.318,2.088,-4.063,8.587,-17.679376044946462
4.205,0.988,-3.971,8.9,-20.027251164373848
4.15,3.478,-4.736,6.492,-15.658901961375951
4.247,2.062,-4.998,6.375,-17.71014359729074
4.156,3.408,-4.547,6.603,-15.707677460085085
6.626,2.603,2.582,8.339,-17.29302632382382
4.192,2.5,-4.956,7.682,-17.09753476047069
4.002,2.768,-4.674,7.458,-18.960149822250337
4.02,3.56,-2.469,7.09,-16.763765136909438
4.135,3.96,-2.993,9.781,-14.880810117938834
3.986,3.515,-4.765,8.034,-17.788452318818752
4.251,3.012,-4.208,9.52,-15.807544061488025
4.063,3.089,-4.354,6.797,-17.900008766455315
4.239,2.163,-2.488,10.906,-17.70364199525861
4.231,3.013,-4.942,8.056,-15.848415660640104
4.078,3.556,-4.406,9.343,-16.440847764013327
4.139,2.018,-4.257,7.295,-18.686343653381968
4.196,2.559,-4.33,6.62,-16.946307061215048
4.195,3.757,-4.671,7.001,-14.56439449797716
4.214,2.571,-4.149,9.117,-16.80046421880166
4.345,2.493,-4.923,11.585,-16.972568842233095
4.223,2.483,-4.971,6.445,-16.93550457320727
4.243,-0.202,-4.643,6.763,-22.278106983785044
4.057,2.556,-4.244,6.406,-18.784494621768182
4.205,3.319,-4.73,7.156,-15.363431871892868
4.094,2.84,-4.491,7.327,-17.881768351672974
4.199,3.076,-4.38,6.82,-15.89092791902112
4.236,2.541,-4.889,7.326,-16.776088913127726
3.95,3.8,-4.897,6.68,-17.779316722025655
4.25,3.225,-4.072,7.03,-15.384228750428692
4.122,3.691,-4.936,7.095,-15.723561174978691
4.098,3.661,-3.114,7.694,-16.101104862668123
4.101,3.148,-4.965,10.232,-16.58075489583502
4.075,2.968,-4.791,6.384,-18.03999087590385
4.229,2.436,-4.971,7.534,-17.006784279525863
4.059,0.999,-4.633,7.657,-21.24583520777917
4.116,-4.019,-1.804,9.648,-31.29658824009692
5.764,-3.653,1.23,6.091,-30.158346510352377
4.215,3.214,-4.936,7.737,-15.51369706516884
4.066,3.926,-3.529,6.84,-16.224484211567393
4.228,3.745,-0.167,6.502,-14.492778499484338
4.178,3.062,-4.864,7.554,-16.114463514180702
4.109,2.577,-4.274,6.019,-18.10687100483105
4.175,3.015,-4.07,7.072,-16.241489296464092
4.046,3.861,-4.414,6.972,-16.881702198667224
4.245,-0.227,-4.563,6.506,-22.330673819865748
4.085,3.81,-3.314,6.181,-16.086138483764408
4.024,0.791,-4.041,6.155,-21.741721984756968
4.197,3.169,-4.0,8.646,-15.720219023003034
6.168,-2.363,-4.731,10.848,-26.607197562916337
4.163,2.534,-4.087,6.037,-17.347115743857266
3.882,3.004,-4.974,10.467,-17.86002651201554
4.067,3.165,-3.751,6.097,-17.529721846393247
4.092,-4.852,-1.728,6.689,-33.16462654752999
4.213,1.584,-4.047,9.041,-18.776504059037606
4.24,1.125,-4.438,6.816,-19.59872011333283
4.183,3.597,-2.077,6.114,-14.982799656476164
4.183,3.492,-3.938,7.228,-15.203453418122331
4.129,3.565,-4.541,8.467,-15.829796977014336
4.223,3.823,-4.142,7.653,-14.262346263694491
4.101,-0.257,-4.557,6.861,-23.193725034487517
4.258,1.813,-3.692,7.436,-18.197322035229206
4.258,3.725,0.409,11.303,-14.609789320890954
4.137,2.436,-4.1,8.026,-17.8901853043056
4.04,3.489,-3.619,8.402,-17.141168159609304
4.254,3.878,-3.147,8.855,-14.07870378467317
4.201,3.843,-1.883,10.868,-14.33517005885691
4.273,2.982,-0.3,6.161,-16.053950774293302
3.979,3.747,-3.877,6.295,-17.386951410274868
4.2,3.541,-3.103,7.676,-14.955656265104892
4.268,2.37,-4.89,11.466,-17.32367226611868
3.985,3.208,-4.868,6.892,-18.52671745191233
4.216,3.444,-2.225,6.139,-15.050927290599356
4.244,2.963,-3.242,7.789,-15.916569051839488
4.051,3.931,-4.512,9.572,-16.023035930962525
4.103,3.168,-3.491,8.567,-16.92889157821755
4.214,3.785,-4.97,6.95,-14.380384994257193
3.872,4.054,-4.956,9.189,-16.869248223234855
3.974,3.432,-4.38,6.839,-18.084800735886837
4.167,3.745,-3.486,9.892,-14.865090120868121
4.507,0.6,-3.818,9.123,-20.74193768798908
4.136,3.923,-2.929,6.379,-14.983970036923976
3.815,4.024,-0.705,9.449,-16.10844024279818
5.259,0.241,0.67,10.742,-20.818099271803597
4.059,3.433,-3.375,7.29,-17.035980925213643
4.267,3.994,-4.714,7.829,-13.841125101544003
4.407,2.373,-4.032,9.524,-17.201646350562104
3.152,-0.242,1.711,10.968,-23.717377887121938
6.275,-0.646,-3.505,9.922,-23.31710616318192
5.687,2.231,-3.906,9.527,-17.260111344915458
3.998,3.278,-3.802,9.508,-17.412738150307465
4.321,3.261,-2.287,10.859,-15.33856594960608
4.081,3.829,-4.256,7.729,-16.265752387257745
4.155,3.278,-4.994,7.535,-15.981382707480558
4.172,2.029,-4.867,6.179,-18.24484957232184
4.263,2.958,-4.983,6.855,-15.905948344490035
4.157,3.805,-4.634,7.654,-14.90177173449706
4.043,3.192,-3.941,6.058,-17.808046232847005
4.151,2.854,-3.124,10.821,-16.62594854997628
4.198,3.013,-2.899,8.754,-16.021737289992554
4.035,3.988,-2.757,7.03,-16.132785973642633
4.266,4.006,-3.817,8.343,-13.817357131857671
6.285,-0.384,-4.388,10.797,-22.813100143432113
4.863,-1.523,-0.432,6.109,-24.739857030911793
4.042,2.193,-4.797,7.012,-19.640031784174095
4.211,3.87,-4.049,6.598,-14.227538930586515
4.173,3.766,-4.123,6.171,-14.767970062379867
5.756,0.156,-4.524,6.441,-21.439101493570256
4.216,3.644,-2.278,6.105,-14.651695136951838
4.658,3.701,3.075,11.803,-14.440033558906785
4.302,3.829,-2.238,7.048,-14.191208554747725
4.197,1.663,-3.052,8.117,-18.71810344975394
4.708,3.789,-1.998,9.182,-14.135399933287797
2.272,-4.026,0.813,11.462,-33.24036236815131
4.256,3.872,-3.378,10.122,-14.088730501575009
4.233,3.199,-3.934,8.086,-15.471366068639432
4.089,3.735,-2.696,6.025,-15.975145051694982
4.088,3.454,-4.399,6.907,-16.86195005579511
3.868,3.054,-2.904,11.611,-17.450383760480914
4.261,2.393,-4.495,8.644,-17.03444554859712
4.171,2.452,-4.917,6.061,-17.41350271387596
3.93,0.869,-3.884,8.932,-21.68966786499773
4.046,3.937,-2.593,6.335,-16.044812722063902
4.245,3.538,-1.019,9.102,-14.789440718189276
4.098,1.573,-4.424,6.619,-20.013725526462913
4.182,3.579,-3.517,6.521,-15.039976590606022
4.162,2.96,-4.586,6.52,-16.515885309237348
4.22,3.952,-4.176,8.822,-14.018090829909207
4.053,3.837,-4.835,9.301,-16.267775165324235
4.068,3.873,-4.921,6.916,-16.531844747032064
4.184,2.872,-3.132,10.313,-16.375882988070874
3.954,3.387,-4.933,6.188,-18.430462236588667
4.006,3.791,-4.602,10.214,-16.288547097368642
3.535,1.181,-4.976,7.428,-22.227340965766285
4.037,2.428,-3.212,9.398,-18.494348158769007
3.245,-1.739,2.597,6.398,-27.697777333682335
5.608,1.416,1.458,10.651,-18.851922023237496
4.181,2.733,-4.745,7.894,-16.73785753510912
3.931,3.558,-4.438,8.421,-17.762280368003747
4.164,3.694,-2.595,9.143,-15.00925723495897
6.396,-1.401,-4.772,10.132,-25.047207556955907
4.223,2.507,-3.72,7.078,-16.887931495731802
4.146,3.121,-3.596,7.464,-16.418505457709102
3.994,3.587,-3.284,6.051,-17.26260059962323
4.151,3.891,-2.35,6.057,-14.790887296261408
4.206,2.298,-4.626,8.216,-17.394027321933553
4.001,1.856,-4.582,6.832,-20.38673973999803
4.792,2.592,-2.145,7.105,-16.34981880012099
4.161,3.652,-4.352,8.839,-15.146746041938167
4.13,2.575,-4.241,8.532,-17.691499614914967
4.213,3.513,-4.37,8.954,-14.927897221114824
4.018,3.923,-4.875,8.054,-16.98142431653275
3.525,-3.068,-0.149,6.316,-29.233713592630448
5.199,2.785,2.505,12.0,-15.738879936431099
4.156,3.829,-2.823,10.775,-14.748142862728585
3.99,2.436,-3.718,6.566,-19.218524674047213
4.12,2.17,-3.255,9.996,-18.21574655462456
4.249,3.818,-4.081,8.024,-14.203904625996937
4.674,-2.101,-2.053,7.089,-26.045357159107397
5.025,2.774,2.51,11.997,-15.772679017451155
4.223,3.084,-3.674,6.12,-15.73596177400688
4.194,3.713,-4.869,6.71,-14.660469061259345
4.193,3.892,-3.151,7.712,-14.311802721933445
3.983,2.2,-2.845,6.181,-19.241868116558855
4.032,3.515,-4.848,7.341,-17.666029066555165
3.997,-0.041,-4.646,6.688,-23.42388910587916
4.025,3.375,-4.4,7.706,-17.776037047780807
4.317,3.85,-1.429,11.598,-14.163397417360509
4.221,2.753,-4.918,7.489,-16.404878711859055
4.293,2.389,-2.07,9.288,-17.061495285260854
4.016,3.546,-4.775,6.059,-17.8344292593671
4.07,3.448,-2.752,9.091,-16.59221832136665
4.034,3.917,-0.805,6.971,-15.465225317985226
4.193,2.158,-4.936,6.427,-17.7724217797004
4.215,2.148,-3.9,8.014,-17.641969923423044
4.055,3.283,-4.39,6.169,-17.707101824981976
4.132,3.75,-4.581,9.605,-15.34977992751411
4.24,2.447,-4.857,9.254,-16.953895212753963
4.122,3.734,-0.175,7.341,-15.111073914464914
4.235,3.78,-2.64,7.099,-14.307849567186036
6.006,-3.604,-0.983,8.321,-29.15308792124956
8.045,-6.146,-0.047,9.984,-31.559673514901597
5.139,-1.987,-4.928,11.437,-25.46366886401603
4.262,1.425,-3.208,6.931,-18.982674445438278
4.168,3.545,-3.154,6.989,-15.266610114629227
4.144,2.485,-4.076,6.021,-17.7122430450048
4.269,3.402,-4.369,7.265,-15.01966932557568
